delta
step	origin_time	contract_time
8192	1.1442675999999998	1.1906887999999998
16384	0.6404681999999999	0.6684965999999999
32768	0.3712982	0.40155820000000003
65536	0.49106939999999993	0.3119066
131072	11.363951199999999	6.15931
262144	13.162783199999998	6.720318000000001
rho
step	origin_time	contract_time
8192	9.1764668	6.1345472
16384	9.8328626	6.0734884000000005
32768	11.623755599999999	6.242909000000001
65536	11.136954399999999	5.8812142000000005
131072	11.9170242	6.209994999999999
262144	11.4288024	5.928273600000001
